I1,I3,I5,I7,I9,I11,I13,I15,I17,I19,I21,I23,I25,I27,I29,Target
0.2768,0.066,0.03,0.02,0.0133,0.0011,0,0,0,0,0,0,0,0,0,9
0.2749,0.0663,0.0306,0.0194,0.0118,0.0012,0,0,0,0,0,0,0,0,0,9
0.2748,0.0655,0.0298,0.0187,0.0077,0,0,0,0,0,0,0,0,0,0,9
0.2745,0.067,0.0291,0.0178,0.0078,0,0,0,0,0,0,0,0,0,0,9
0.2734,0.0655,0.028,0.0164,0.0081,0,0,0,0,0,0,0,0,0,0,9
0.2759,0.0656,0.0284,0.0167,0.0083,0,0,0,0,0,0,0,0,0,0,9
0.2749,0.0651,0.0303,0.0164,0.0088,0,0,0,0,0,0,0,0,0,0,9
0.2738,0.0655,0.0299,0.0186,0.0094,0,0,0,0,0,0,0,0,0,0,9
0.2767,0.068,0.0296,0.0191,0.0087,0,0,0,0,0,0,0,0,0,0,9
0.2756,0.0659,0.0297,0.0185,0.0085,0,0,0,0,0,0,0,0,0,0,9
0.2749,0.066,0.0275,0.0176,0.0082,0,0,0,0,0,0,0,0,0,0,9
0.2767,0.0663,0.0305,0.0177,0.0077,0,0,0,0,0,0,0,0,0,0,9
0.276,0.0667,0.0284,0.0169,0.0065,0,0,0,0,0,0,0,0,0,0,9
0.2755,0.0669,0.0281,0.0158,0.0054,0,0,0,0,0,0,0,0,0,0,9
0.2767,0.0651,0.027,0.0162,0.0083,0,0,0,0,0,0,0,0,0,0,9
0.2748,0.0654,0.0289,0.018,0.0074,0,0,0,0,0,0,0,0,0,0,9
0.2774,0.066,0.0284,0.0164,0.007,0,0,0,0,0,0,0,0,0,0,9
0.275,0.0656,0.0293,0.0166,0.0085,0,0,0,0,0,0,0,0,0,0,9
0.2732,0.0652,0.0279,0.0157,0.0063,0,0,0,0,0,0,0,0,0,0,9
0.2762,0.067,0.0309,0.0173,0.0088,0,0,0,0,0,0,0,0,0,0,9
0.2747,0.0657,0.0284,0.0174,0.0083,0,0,0,0,0,0,0,0,0,0,9
0.2744,0.0667,0.0279,0.0166,0.0082,0,0,0,0,0,0,0,0,0,0,9
0.2753,0.0659,0.0283,0.0163,0.0083,0,0,0,0,0,0,0,0,0,0,9
0.2729,0.0651,0.0281,0.0173,0.0088,0,0,0,0,0,0,0,0,0,0,9
0.274,0.0654,0.0292,0.0185,0.0092,0,0,0,0,0,0,0,0,0,0,9
0.2757,0.0665,0.0291,0.0168,0.0085,0,0,0,0,0,0,0,0,0,0,9
0.2735,0.0656,0.0297,0.0193,0.0103,0,0,0,0,0,0,0,0,0,0,9
0.2759,0.0691,0.032,0.0206,0.0106,0,0,0,0,0,0,0,0,0,0,9
0.2762,0.0676,0.0309,0.0207,0.0105,0,0,0,0,0,0,0,0,0,0,9
0.2748,0.0685,0.0314,0.022,0.0128,0.0007,0,0,0,0,0,0,0,0,0,9
0.2764,0.0699,0.0325,0.0223,0.0148,0.0007,0,0,0,0,0,0,0,0,0,9
0.2765,0.0686,0.0318,0.0212,0.0121,0.0001,0,0,0,0,0,0,0,0,0,9
0.2759,0.0699,0.0328,0.0233,0.0145,0.0029,0.0017,0.0017,0,0,0,0,0,0,0,9
0.2782,0.0703,0.0332,0.0243,0.0168,0.0028,0.0024,0.0007,0,0,0,0,0,0,0,9
0.2756,0.0701,0.0346,0.0253,0.0157,0.0042,0.0006,0.0021,0,0,0,0,0,0,0,9
0.2772,0.0701,0.0339,0.0246,0.0156,0.0041,0.0023,0.0041,0,0,0,0,0,0,0,9
0.2777,0.0703,0.0352,0.0249,0.016,0.0038,0.0024,0.0047,0,0,0,0,0,0,0,9
0.2764,0.0694,0.0352,0.024,0.0165,0.0037,0.0028,0.0019,0.0004,0,0,0,0,0,0,9
0.2779,0.0725,0.0371,0.0258,0.0173,0.0036,0.0029,0.0035,0,0,0,0,0,0,0,9
0.2771,0.07,0.0356,0.0254,0.0163,0.0037,0.0026,0.0035,0,0,0,0,0,0,0,9
0.2745,0.0712,0.0351,0.0265,0.0206,0.0041,0.0036,0.0037,0,0,0,0,0,0,0,9
0.2775,0.0711,0.0362,0.025,0.0169,0.0045,0.0005,0.0026,0,0,0,0,0,0,0,9
0.2775,0.0707,0.0334,0.0261,0.0179,0.005,0.0035,0.0048,0,0,0,0,0,0,0,9
0.277,0.0723,0.0358,0.0266,0.0175,0.0056,0.0022,0.0041,0.0003,0,0,0,0,0,0,9
0.2766,0.0703,0.0349,0.0251,0.018,0.0042,0.0042,0.0037,0,0,0,0,0,0,0,9
0.2757,0.0707,0.0362,0.0268,0.0168,0.0052,0.0023,0.0048,0,0,0,0,0,0,0,9
0.2782,0.073,0.0347,0.025,0.0158,0.0033,0.0025,0.0038,0,0,0,0,0,0,0,9
0.2794,0.0717,0.036,0.0248,0.018,0.0037,0.0019,0.0035,0,0,0,0,0,0,0,9
0.2775,0.071,0.0345,0.0247,0.0168,0.0043,0.0027,0.0037,0.0002,0,0,0,0,0,0,9
0.2804,0.0712,0.0363,0.0257,0.0178,0.0042,0.0029,0.0048,0,0,0,0,0,0,0,9
0.2778,0.0731,0.0357,0.0261,0.0178,0.0044,0.0023,0.0046,0,0,0,0,0,0,0,9
0.2783,0.0714,0.0362,0.0257,0.0168,0.0041,0.0033,0.0035,0,0,0,0,0,0,0,9
0.2801,0.0714,0.0362,0.0258,0.0164,0.0048,0.0031,0.0024,0,0,0,0,0,0,0,9
0.278,0.0724,0.0356,0.0261,0.0183,0.004,0.002,0.0051,0.0001,0,0,0,0,0,0,9
0.2787,0.072,0.0343,0.025,0.0171,0.0044,0.0037,0.0035,0,0,0,0,0,0,0,9
0.2784,0.0728,0.0349,0.0249,0.0165,0.005,0.0033,0.004,0,0,0,0,0,0,0,9
0.2789,0.0718,0.0344,0.0254,0.0178,0.0035,0.0031,0.0039,0,0,0,0,0,0,0,9
0.2799,0.072,0.0342,0.0247,0.016,0.0053,0.0011,0.0035,0,0,0,0,0,0,0,9
0.2777,0.0704,0.0344,0.0252,0.0159,0.0028,0.0017,0.0008,0,0,0,0,0,0,0,9
0.2756,0.0714,0.0339,0.025,0.0178,0.0045,0.003,0.003,0,0,0,0,0,0,0,9
0.279,0.0711,0.0355,0.0255,0.017,0.0033,0.0033,0.0025,0,0,0,0,0,0,0,9
0.2776,0.0698,0.0351,0.0261,0.0166,0.0033,0.0029,0.0021,0,0.0002,0,0,0,0,0,9
0.2758,0.0701,0.0362,0.0255,0.0173,0.004,0.0023,0.0038,0,0,0,0,0,0,0,9
0.2778,0.072,0.0361,0.0252,0.0161,0.0041,0.0017,0.004,0,0,0,0,0,0,0,9
0.2755,0.07,0.0358,0.0262,0.0174,0.0066,0.0025,0.0041,0.0005,0,0,0,0,0,0,9
0.2748,0.0713,0.0345,0.0261,0.018,0.0044,0.0033,0.005,0,0,0,0,0,0,0,9
0.2775,0.0713,0.0349,0.025,0.0186,0.0043,0.0025,0.003,0,0,0,0,0,0,0,9
0.4099,0.0695,0.0256,-0.0047,0.0059,0,0.0001,0,0,0,0,0,0,0,0,10
0.4177,0.0763,0.0307,-0.0018,0.0061,0.0002,0,0,0,0,0,0,0,0,0,10
0.426,0.083,0.0331,-0.0015,0.0058,0.0004,0,0,0,0,0,0,0,0,0,10
0.4163,0.0792,0.0308,-0.0017,0.0062,0.0014,0,0,0,0,0,0,0,0,0,10
0.4239,0.0765,0.0336,-0.0022,0.0053,0,0,0,0,0,0,0,0,0,0,10
0.4386,0.0764,0.0306,-0.0029,0.0064,0.0003,0,0,0,0,0,0,0,0,0,10
0.4387,0.0789,0.034,-0.0012,0.0047,0.0004,0,0,0,0,0,0,0,0,0,10
0.4261,0.0799,0.0324,-0.0027,0.0066,0.0011,0,0,0,0,0,0,0,0,0,10
0.4208,0.0807,0.0317,-0.0035,0.0068,0.0011,0,0,0,0,0,0,0,0,0,10
0.4194,0.075,0.031,-0.0034,0.0064,0.002,0,0,0,0,0,0,0,0,0,10
0.4176,0.0815,0.0334,-0.0019,0.0062,0.0002,0.0011,0,0,0,0,0,0,0,0,10
0.4183,0.0745,0.0292,-0.0043,0.0048,0,0,0,0,0,0,0,0,0,0,10
0.4219,0.0822,0.0324,-0.0012,0.0053,0,0,0,0,0,0,0,0,0,0,10
0.4261,0.0812,0.0338,-0.0015,0.0065,0.0011,0,0,0,0,0,0,0,0,0,10
0.4508,0.0939,0.0343,-0.0021,0.0063,0.0013,0,0,0,0,0,0,0,0,0,10
0.4279,0.0899,0.0349,0.0009,0.005,0.0005,0,0,0,0,0,0,0,0,0,10
0.4256,0.0806,0.0312,-0.002,0.0072,0.0014,0,0,0,0,0,0,0,0,0,10
0.4275,0.0775,0.0323,-0.0029,0.0059,0.0014,0.0004,0,0,0,0,0,0,0,0,10
0.4168,0.0769,0.0316,-0.0032,0.0068,0,0,0,0,0,0,0,0,0,0,10
0.4252,0.078,0.0317,-0.0022,0.004,0.0001,0,0,0,0,0,0,0,0,0,10
0.3984,0.0712,0.0273,-0.0043,0.0069,0.0013,0.0002,0,0,0,0,0,0,0,0,10
0.4225,0.0778,0.0316,-0.0023,0.005,0.0002,0,0,0,0,0,0,0,0,0,10
0.4158,0.0766,0.0311,-0.0023,0.0055,0.0003,0,0,0,0,0,0,0,0,0,10
0.4161,0.0751,0.0305,-0.0039,0.0037,0.0001,0.0004,0,0,0,0,0,0,0,0,10
0.4146,0.0761,0.0303,-0.0044,0.0058,0,0,0,0,0,0,0,0,0,0,10
0.426,0.0765,0.0309,-0.0032,0.005,0.0001,0,0,0,0,0,0,0,0,0,10
0.4218,0.0762,0.0306,-0.0037,0.0046,0,0.0002,0,0,0,0,0,0,0,0,10
0.4232,0.0761,0.0304,-0.0008,0.0066,0,0,0,0,0,0,0,0,0,0,10
0.4139,0.0726,0.0279,-0.0053,0.0056,0,0.0004,0,0,0,0,0,0,0,0,10
0.4275,0.0761,0.0311,-0.0024,0.0059,0.002,0.0006,0,0,0,0,0,0,0,0,10
0.4158,0.0729,0.029,-0.0045,0.0073,0.0009,0,0,0,0,0,0,0,0,0,10
0.4181,0.0759,0.0309,-0.0029,0.0063,0.0021,0.0001,0,0,0,0,0,0,0,0,10
0.4171,0.0752,0.0298,-0.0041,0.0055,0.0014,0.0001,0,0,0,0,0,0,0,0,10
0.4213,0.0783,0.0317,-0.0015,0.0056,0.0012,0,0,0,0,0,0,0,0,0,10
0.4157,0.0765,0.0299,-0.0026,0.0064,0.0006,0.0002,0,0,0,0,0,0,0,0,10
0.4138,0.0775,0.0309,-0.003,0.0058,0,0.0008,0,0,0,0,0,0,0,0,10
0.4156,0.078,0.0339,-0.002,0.0059,0.0002,0,0,0,0,0,0,0,0,0,10
0.4188,0.0799,0.0327,-0.0027,0.007,0.0002,0,0,0,0,0,0,0,0,0,10
0.4152,0.0741,0.0294,-0.0051,0.006,0.0003,0,0,0,0,0,0,0,0,0,10
0.4213,0.0753,0.0318,-0.0036,0.0057,0.0014,0.0014,0,0,0,0,0,0,0,0,10
0.4139,0.0756,0.0325,-0.0011,0.0058,0.0002,0.0005,0,0,0,0,0,0,0,0,10
0.4179,0.0797,0.0333,-0.0014,0.0046,0,0,0,0,0,0,0,0,0,0,10
0.418,0.0762,0.0318,-0.002,0.0076,0.0011,0,0,0,0,0,0,0,0,0,10
0.4311,0.0759,0.0315,-0.0022,0.0064,0.0004,0,0,0,0,0,0,0,0,0,10
0.4216,0.0739,0.0292,-0.0033,0.0048,0,0.0006,0,0,0,0,0,0,0,0,10
0.4131,0.075,0.0285,-0.0041,0.0041,0,0,0,0,0,0,0,0,0,0,10
0.4095,0.0722,0.0284,-0.0051,0.0051,0,0,0,0,0,0,0,0,0,0,10
0.4186,0.0766,0.0338,-0.0015,0.0058,0,0.0007,0,0,0,0,0,0,0,0,10
0.4146,0.0786,0.0332,-0.0017,0.0053,0,0,0,0,0,0,0,0,0,0,10
0.439,0.0875,0.0326,-0.0011,0.0062,0.0011,0,0,0,0,0,0,0,0,0,10
0.4247,0.074,0.0282,-0.0037,0.0059,0,0.0002,0,0,0,0,0,0,0,0,10
0.4057,0.067,0.0244,-0.0057,0.0064,0.0004,0,0,0,0,0,0,0,0,0,10
0.4142,0.0786,0.0317,-0.0028,0.0055,0,0.0009,0,0,0,0,0,0,0,0,10
0.3979,0.0639,0.0257,-0.006,0.006,0,0.0002,0,0,0,0,0,0,0,0,10
0.4202,0.0784,0.0347,-0.0019,0.0052,0.0003,0,0,0,0,0,0,0,0,0,10
0.4091,0.0752,0.0309,-0.0033,0.0079,0.0002,0.0005,0,0,0,0,0,0,0,0,10
0.4293,0.0745,0.0301,-0.0025,0.0055,0,0.0003,0,0,0,0,0,0,0,0,10
0.4151,0.0755,0.0306,-0.0037,0.006,0.001,0.0002,0,0,0,0,0,0,0,0,10
0.4164,0.0772,0.0328,-0.0029,0.0066,0.0002,0,0,0,0,0,0,0,0,0,10
0.4196,0.0722,0.029,-0.0038,0.0061,0,0,0,0,0,0,0,0,0,0,10
0.4141,0.0769,0.0318,-0.0036,0.0054,0,0,0,0,0,0,0,0,0,0,10
0.4094,0.0721,0.0289,-0.0034,0.0063,0,0,0,0,0,0,0,0,0,0,10
0.4167,0.074,0.0302,-0.0038,0.0058,0.0005,0.0006,0,0,0,0,0,0,0,0,10
0.4169,0.0735,0.029,-0.0041,0.0057,0.0006,0,0,0,0,0,0,0,0,0,10
0.4174,0.0772,0.0334,-0.0026,0.0048,0,0.0008,0,0,0,0,0,0,0,0,10
0.4199,0.0789,0.0346,-0.0013,0.0052,0,0,0,0,0,0,0,0,0,0,10
0.4206,0.0759,0.0331,-0.0029,0.0061,0.0014,0,0,0,0,0,0,0,0,0,10
0.4114,0.0771,0.0319,-0.0019,0.0051,0,0,0,0,0,0,0,0,0,0,10
0.422,0.0755,0.0326,-0.0022,0.0062,0.0014,0,0,0,0,0,0,0,0,0,10
0.4222,0.078,0.0309,-0.0012,0.0043,0,0,0,0,0,0,0,0,0,0,10
0.4138,0.0763,0.0302,-0.0017,0.005,0.0001,0,0,0,0,0,0,0,0,0,10
0.4199,0.073,0.0305,-0.0027,0.0049,0.0008,0.0001,0,0,0,0,0,0,0,0,10
0.4211,0.0748,0.0308,-0.0024,0.0059,0,0.0003,0,0,0,0,0,0,0,0,10
0.4172,0.0725,0.0303,-0.0013,0.0045,0,0,0,0,0,0,0,0,0,0,10
0.4102,0.0844,0.032,-0.001,0.0052,0,0,0,0,0,0,0,0,0,0,10
0.4107,0.0746,0.0316,-0.0016,0.0056,0,0,0,0,0,0,0,0,0,0,10
0.4107,0.0771,0.032,-0.0019,0.0053,0,0.0002,0,0,0,0,0,0,0,0,10
0.416,0.0782,0.0315,-0.0016,0.0057,0,0.0002,0,0,0,0,0,0,0,0,10
0.4159,0.075,0.0309,-0.0016,0.0044,0.001,0,0,0,0,0,0,0,0,0,10
0.4165,0.0727,0.0297,-0.0028,0.0055,0,0,0,0,0,0,0,0,0,0,10
0.4181,0.0728,0.0301,-0.0029,0.0053,0,0,0,0,0,0,0,0,0,0,10
0.4099,0.0761,0.0306,-0.0026,0.0053,0,0,0,0,0,0,0,0,0,0,10
0.4083,0.0704,0.0269,-0.0039,0.0035,0,0.0004,0,0,0,0,0,0,0,0,10
0.4134,0.0753,0.0312,-0.0037,0.0059,0.0019,0,0,0,0,0,0,0,0,0,10
0.4143,0.0709,0.03,-0.0034,0.0061,0,0.0004,0,0,0,0,0,0,0,0,10
0.4085,0.0738,0.0306,-0.0024,0.0047,0,0.0004,0,0,0,0,0,0,0,0,10
0.4094,0.071,0.031,-0.0048,0.0062,0,0.0002,0,0,0,0,0,0,0,0,10
0.408,0.07,0.0283,-0.0034,0.0041,0,0.0007,0,0,0,0,0,0,0,0,10
0.403,0.0715,0.0297,-0.0046,0.0031,0,0,0,0,0,0,0,0,0,0,10
0.4117,0.0694,0.0285,-0.0046,0.0037,0,0.0012,0,0,0,0,0,0,0,0,10
0.4051,0.0679,0.0266,-0.0058,0.0034,0,0.0005,0,0,0,0,0,0,0,0,10
0.4168,0.0712,0.0292,-0.0028,0.0036,0,0,0,0,0,0,0,0,0,0,10
0.4033,0.0699,0.0277,-0.0056,0.0053,0,0.0008,0,0,0,0,0,0,0,0,10
0.4064,0.069,0.0279,-0.006,0.0048,0,0.0011,0,0,0,0,0,0,0,0,10
0.406,0.0688,0.0282,-0.0053,0.0038,0,0.0006,0,0,0,0,0,0,0,0,10
0.3916,0.0636,0.0249,-0.004,0.0039,0,0,0,0,0,0,0,0,0,0,10
0.4063,0.0716,0.03,-0.0044,0.0041,0,0.0006,0,0,0,0,0,0,0,0,10
0.415,0.0735,0.0311,-0.0024,0.0067,0,0.0006,0,0,0,0,0,0,0,0,10
0.4092,0.0733,0.0301,-0.0029,0.0058,0,0.0001,0,0,0,0,0,0,0,0,10
0.4023,0.0694,0.0285,-0.0052,0.0045,0,0,0,0,0,0,0,0,0,0,10
0.5066,0.1228,0.015,0.0186,0.015,0,0,0,0,0,0,0,0,0,0,11
0.5046,0.1266,0.0112,0.021,0.0131,0,0.005,0.0008,0,0,0,0,0,0,0,11
0.5132,0.1261,0.0129,0.0191,0.0136,0,0.0064,0.0017,0,0,0,0,0,0,0,11
0.5077,0.1246,0.013,0.019,0.0187,0,0.0079,0.0026,0,0,0,0,0,0,0,11
0.5096,0.126,0.012,0.0203,0.0163,0,0.0075,0,0,0,0,0,0,0,0,11
0.5134,0.125,0.0113,0.0195,0.0182,0.0004,0.0102,0.0033,0,0,0,0,0,0,0,11
0.5236,0.1318,0.0073,0.0224,0.0192,-0.0001,0.0105,0.0025,0,0,0,0,0,0,0,11
0.5127,0.1279,0.0103,0.0219,0.0199,0.0017,0.0101,0.0028,0,0,0.0001,0,0,0,0,11
0.5118,0.1263,0.0102,0.0204,0.0213,0.0022,0.0104,0.0018,0,0,0,0,0,0,0,11
0.5153,0.1288,0.0076,0.0216,0.0228,0.0028,0.0118,0.0052,0,0,0.002,0,0.0001,0,0,11
0.5133,0.1288,0.0094,0.0217,0.0224,0.0035,0.0116,0.0052,0,0,0.0037,0,0.0007,0,0,11
0.5198,0.1242,0.0101,0.0194,0.0227,0.0042,0.0096,0.0039,0,0,0.003,0,0,0,0,11
0.5118,0.128,0.007,0.0218,0.0226,0.0043,0.0098,0.0052,0,0,0.003,0,0.0006,0,0,11
0.5049,0.1268,0.0081,0.0218,0.0238,0.0042,0.0096,0.0049,0,0,0.0022,0,0.0003,0,0,11
0.5041,0.127,0.0075,0.0197,0.0214,0.0047,0.0084,0.0034,0,0,0.0016,0,0,0,0,11
0.5053,0.1283,0.007,0.02,0.023,0.0051,0.0066,0.0034,0,0,0.0004,0,0,0,0,11
0.5046,0.127,0.0052,0.0197,0.0193,0.0037,0.0071,0.0028,0,0,0,0,0,0,0,11
0.5039,0.1269,0.0064,0.0194,0.0219,0.003,0.0053,0.0017,0,0,0,0,0,0,0,11
0.5109,0.1272,0.0032,0.0182,0.0194,0.0017,0.0051,-0.0003,0,0,0,0,0,0,0,11
0.5073,0.1274,0.004,0.0198,0.0206,0.0041,0.0067,0.0022,0,0,0,0,0,0,0,11
0.5086,0.1276,0.004,0.0201,0.0207,0.0048,0.007,0.0013,0,0,0.0006,0,0,0,0,11
0.5034,0.1257,0.008,0.0194,0.0247,0.004,0.0063,0.003,0,0,0.0004,0,0,0,0,11
0.5106,0.1289,0.0027,0.0185,0.0224,0.0045,0.0057,0.0021,0,0,0,0,0,0,0,11
0.5013,0.1241,0.006,0.0172,0.021,0.0025,0.006,0.0018,0,0,0,0,0,0,0,11
0.5027,0.1307,0.0021,0.0189,0.0203,0.0036,0.0054,0.0011,0,0,0,0,0,0,0,11
0.503,0.1277,0.0033,0.0184,0.0184,0.0031,0.0041,0.0001,0,0,0,0,0,0,0,11
0.5053,0.1255,0.0034,0.0177,0.0195,0.0031,0.0041,0.0012,0,0,0,0,0,0,0,11
0.5164,0.1253,0.004,0.018,0.0197,0.0031,0.0052,0.0022,0,0,0,0,0,0,0,11
0.5363,0.1261,0.0041,0.0185,0.0199,0.0016,0.0038,0,0,0,0,0,0,0,0,11
0.5084,0.1246,0.0084,0.0178,0.0206,0.0044,0.0064,0.0011,0,0,0,0,0,0,0,11
0.4992,0.1264,0.0049,0.0186,0.0209,0.0046,0.0066,0.0022,0,0,0,0,0,0,0,11
0.5068,0.1259,0.0058,0.0202,0.021,0.0048,0.0074,0.0032,0,0,0.0005,0,0,0,0,11
0.5138,0.128,0.0032,0.0178,0.0216,0.005,0.01,0.0034,0,0,0.0026,0,0,0,0,11
0.5039,0.1316,0.0002,0.0189,0.023,0.002,0.0083,0.0058,0,0,0.0024,0,0,0,0,11
0.4996,0.1277,0.0044,0.0187,0.0207,0.0059,0.0094,0.0037,0,0,0.0031,0,0,0,0,11
0.5025,0.1267,0.0045,0.0194,0.0218,0.0035,0.0087,0.0046,0,0,0.0033,0,0,0,0,11
0.5018,0.1282,0.0063,0.0198,0.0233,0.0038,0.0094,0.005,0,0,0.0044,0,0,0,0,11
0.5055,0.1279,0.0044,0.0215,0.0223,0.0041,0.0081,0.0052,0,0.001,0.0037,0,0,0,0,11
0.5004,0.1246,0.0074,0.0192,0.0224,0.0042,0.0114,0.0047,0,0.0003,0.004,0,0,0,0,11
0.5116,0.1274,0.0063,0.0196,0.0235,0.0047,0.0094,0.0054,0,0.0006,0.0036,0,0,0,0,11
0.5065,0.1257,0.0066,0.0207,0.0236,0.0067,0.0096,0.0045,0,0,0.0022,0,0,0,0,11
0.52,0.1281,0.0054,0.02,0.0258,0.0058,0.0092,0.0043,0,0.0001,0.0042,0,0,0,0,11
0.5005,0.1299,0.0021,0.0215,0.0229,0.0062,0.0093,0.0055,0,0.0009,0.0045,0,0,0,0,11
0.5042,0.1271,0.0056,0.0209,0.0239,0.0062,0.0096,0.0061,0,0.0007,0.0051,0,0,0,0,11
0.5007,0.1261,0.0072,0.0181,0.0225,0.0054,0.0085,0.0076,0,0.0015,0.005,0,0,0,0,11
0.5135,0.1273,0.0031,0.0193,0.022,0.0073,0.011,0.0049,0,0.0006,0.0044,0,0,0,0,11
0.507,0.1234,0.0055,0.0188,0.0219,0.0053,0.0084,0.0045,0,0.0002,0.0034,0,0,0,0,11
0.499,0.1262,0.0055,0.0193,0.0222,0.0045,0.0066,0.0027,0,0,0.0019,0,0,0,0,11
0.514,0.13,0.0006,0.0215,0.0246,0.0054,0.0076,0.0052,0,0,0.0034,0,0,0,0,11
0.5027,0.1282,0.0067,0.0204,0.0223,0.005,0.0081,0.0054,0,0.0023,0.0044,0,0.0002,0,0,11
0.502,0.1285,0.0055,0.0197,0.0226,0.0057,0.0093,0.0059,0,0.0003,0.0042,0,0,0,0,11
0.4979,0.1264,0.0078,0.0204,0.0228,0.0057,0.0098,0.0032,0,0,0.0031,0,0,0,0,11
0.4992,0.1266,0.007,0.0186,0.0222,0.0059,0.0088,0.005,0,0.0004,0.0051,0,0,0,0,11
0.5026,0.1288,0.0048,0.0204,0.0243,0.004,0.0077,0.0037,0,0,0.0028,0,0,0,0,11
0.504,0.1261,0.005,0.0183,0.0248,0.0054,0.0071,0.0054,0,0,0.0036,0,0,0,0,11
0.5046,0.1288,0.0035,0.0195,0.0215,0.0026,0.007,0.003,0,0,0.0007,0,0,0,0,11
0.5062,0.1242,0.006,0.0182,0.0217,0.0037,0.0086,0.0039,0,0,0.002,0,0,0,0,11
0.5077,0.127,0.0049,0.0204,0.022,0.0048,0.008,0.0051,0,0,0.0029,0,0,0,0,11
0.4988,0.1332,0.0003,0.0204,0.0209,0.0059,0.008,0.0037,0,0,0.0022,0,0,0,0,11
0.5,0.1248,0.0077,0.0184,0.0201,0.0056,0.0088,0.0044,0,0,0.0016,0,0,0,0,11
0.5029,0.1255,0.005,0.0207,0.0206,0.0064,0.0079,0.0046,0,0,0.0022,0,0,0,0,11
0.5059,0.1282,0.0034,0.0191,0.0211,0.0038,0.0085,0.0041,0,0,0.0011,0,0,0,0,11
0.5069,0.1288,0.0051,0.0204,0.0241,0.0041,0.0081,0.0048,0,0,0.0021,0,0,0,0,11
0.5001,0.1277,0.0039,0.0191,0.0221,0.004,0.0076,0.0046,0,0,0.0019,0,0,0,0,11
0.5039,0.128,0.0025,0.019,0.0221,0.0047,0.0071,0.0024,0,0,0.0009,0,0,0,0,11
0.4895,0.123,0.0076,0.0173,0.0217,0.0042,0.0069,0.0024,0,0,0.0017,0,0,0,0,11
0.5043,0.1262,0.0044,0.0184,0.0223,0.0034,0.0071,0.0037,0,0,0.0027,0,0,0,0,11
0.5096,0.1266,0.0067,0.0193,0.0232,0.0039,0.0087,0.0056,0,0,0.0044,0,0,0,0,11
0.5092,0.1265,0.0064,0.0201,0.0232,0.004,0.0088,0.0053,0,0,0.0018,0,0,0,0,11
0.5062,0.1303,0.0017,0.0186,0.0216,0.0048,0.01,0.0058,0,0.0014,0.0031,0,0,0,0,11
0.5022,0.129,0.0052,0.019,0.0225,0.005,0.0078,0.0055,0,0,0.0026,0,0,0,0,11
0.4993,0.1254,0.0062,0.0187,0.0237,0.0057,0.0098,0.0048,0,0.0009,0.0041,0,0,0,0,11
0.5017,0.1276,0.0044,0.0196,0.0242,0.0054,0.0087,0.0078,0,0,0.0036,0,0,0,0,11
0.508,0.1261,0.0078,0.0191,0.0235,0.0042,0.0089,0.0074,0,0.0002,0.0052,0,0,0,0,11
0.5018,0.1253,0.0061,0.0199,0.0229,0.0068,0.0088,0.0061,0,0.0001,0.005,0,0,0,0,11
0.5085,0.1292,0.0029,0.0197,0.0235,0.0062,0.0113,0.0065,0,0,0.0049,0,0,0,0,11
0.5059,0.1252,0.007,0.0196,0.025,0.0063,0.0088,0.0068,0,0.0012,0.0052,0,0,0,0,11
0.4976,0.125,0.0049,0.0195,0.0219,0.0064,0.0087,0.0063,0,0.0001,0.0056,0,0,0,0,11
0.5047,0.1267,0.0041,0.0184,0.0228,0.0065,0.0085,0.0063,0,0.0021,0.0061,0,0,0,0,11
0.507,0.1267,0.0031,0.0195,0.0238,0.0061,0.0101,0.0069,0,0.0002,0.0063,0,0,0,0,11
0.4988,0.1267,0.0039,0.0198,0.0229,0.0072,0.0094,0.0058,0,0.0012,0.0061,0,0,0,0,11
0.4841,0.1216,0.0075,0.0176,0.024,0.0057,0.0087,0.0054,0,0.0004,0.0048,0,0,0,0,11
0.5062,0.1295,0.0007,0.0187,0.0225,0.0065,0.0088,0.0051,0,0.0002,0.0045,0,0,0,0,11
0.5027,0.1266,0.0052,0.0201,0.0232,0.0048,0.0073,0.005,0,0.0004,0.005,0,0,0,0,11
0.5116,0.1259,0.0036,0.0186,0.0235,0.006,0.009,0.0054,0,0.0002,0.0051,0,0,0,0,11
0.5098,0.1269,0.0021,0.0186,0.0233,0.0053,0.0071,0.005,0,0,0.0046,0,0,0,0,11
0.4967,0.1272,0.0045,0.0186,0.0203,0.0056,0.007,0.0043,0,0,0.0024,0,0,0,0,11
0.5047,0.1272,0.0042,0.0165,0.0214,0.0044,0.0077,0.003,0,0,0.0015,0,0,0,0,11
0.5059,0.1237,0.0053,0.0181,0.0215,0.0027,0.0065,0.0039,0,0,0.0013,0,0,0,0,11
0.4978,0.1228,0.0055,0.0181,0.0226,0.0052,0.0063,0.0054,0,0,0.0011,0,0,0,0,11
0.5046,0.1277,0.0023,0.0182,0.02,0.0042,0.007,0.0041,0,0,0,0,0,0,0,11
0.4997,0.1252,0.0054,0.0192,0.0205,0.0034,0.007,0.005,0,0,0,0,0,0,0,11
0.4957,0.1227,0.0057,0.0172,0.0177,0.0047,0.0041,0.0008,0,0,0,0,0,0,0,11
0.5038,0.1243,0.0063,0.0166,0.0181,0.0025,0.0062,0.0017,0,0,0,0,0,0,0,11
0.4975,0.1238,0.0073,0.0184,0.018,0.0031,0.0062,0.0035,0,0,0,0,0,0,0,11
