I1,I3,I5,I7,I9,I11,I13,I15,I17,I19,I21,I23,I25,I27,I29,Target
3.693,0.3107,0.1311,0.0754,0.0383,0.021,0.0124,0.0056,0.0021,0,0,0,0,0,0,24
3.7268,0.3486,0.1426,0.0688,0.0366,0.0229,0.0085,0.0056,0.0007,0,0,0,0,0,0,24
3.7294,0.3321,0.1361,0.0712,0.0419,0.0199,0.0129,0.0056,0.0024,0,0,0,0,0,0,24
3.742,0.3372,0.14,0.07,0.0428,0.0208,0.011,0.0048,0,0,0,0,0,0,0,24
3.7411,0.3321,0.1431,0.0705,0.0408,0.0199,0.01,0.0039,0.0018,0,0,0,0,0,0,24
3.711,0.3268,0.1352,0.0779,0.0369,0.0238,0.0114,0.0041,0.0007,0,0,0,0,0,0,24
3.7075,0.3526,0.1334,0.0664,0.0372,0.0222,0.0085,0.0049,0,0,0,0,0,0,0,24
3.6809,0.3142,0.1383,0.0768,0.0378,0.0217,0.0136,0.007,0.0035,0,0,0,0,0,0,24
3.7043,0.3487,0.1373,0.063,0.0359,0.0206,0.0071,0.0039,0,0,0,0,0,0,0,24
3.7156,0.3284,0.1396,0.0717,0.0407,0.0183,0.0088,0.0072,0.0024,0,0,0,0,0,0,24
3.7195,0.3302,0.1357,0.0762,0.0367,0.0228,0.0095,0.0048,0.0007,0,0,0,0,0,0,24
3.7463,0.3407,0.1345,0.0706,0.0376,0.0208,0.0094,0.0043,0.0002,0,0,0,0,0,0,24
3.7234,0.322,0.1312,0.0707,0.0355,0.0243,0.0112,0.0066,0.0012,0,0,0,0,0,0,24
3.7283,0.3508,0.1419,0.062,0.0402,0.0174,0.01,0.0039,0.0005,0,0,0,0,0,0,24
3.7067,0.3256,0.1305,0.077,0.0357,0.0207,0.0103,0.0077,0.0035,0,0,0,0,0,0,24
3.7013,0.345,0.1345,0.0633,0.0386,0.0201,0.008,0.0032,0.0003,0,0,0,0,0,0,24
3.7083,0.3252,0.1416,0.074,0.0356,0.0205,0.0109,0.004,0.0008,0,0,0,0,0,0,24
3.6866,0.3416,0.1327,0.0667,0.0382,0.0202,0.0099,0.006,0,0,0,0,0,0,0,24
3.6831,0.345,0.1369,0.0733,0.0326,0.0218,0.007,0.0042,0,0,0,0,0,0,0,24
3.6683,0.3121,0.1281,0.076,0.0418,0.0201,0.0135,0.0061,0.0019,0,0,0,0,0,0,24
3.6795,0.3481,0.1397,0.0659,0.0405,0.0193,0.0097,0.004,0.0011,0,0,0,0,0,0,24
3.6772,0.3331,0.1319,0.0757,0.0359,0.0244,0.0109,0.0075,0.0011,0,0,0,0,0,0,24
3.6892,0.3261,0.1349,0.0775,0.0404,0.0208,0.0106,0.0035,0.0005,0,0,0,0,0,0,24
3.7263,0.3422,0.1352,0.0716,0.0364,0.0239,0.0089,0.0046,0.0011,0,0,0,0,0,0,24
3.7138,0.3391,0.1292,0.0705,0.0358,0.0246,0.0097,0.0058,0.0009,0,0,0,0,0,0,24
3.7248,0.3406,0.1408,0.065,0.0419,0.0207,0.0104,0.0038,0,0,0,0,0,0,0,24
3.7062,0.3221,0.1349,0.0743,0.0387,0.0225,0.0122,0.006,0.0033,0,0,0,0,0,0,24
3.7135,0.3372,0.1325,0.0699,0.0345,0.0221,0.0088,0.004,0,0,0,0,0,0,0,24
3.7311,0.3459,0.1349,0.0643,0.039,0.0237,0.0094,0.0068,0.0032,0,0,0,0,0,0,24
3.7244,0.3426,0.135,0.0658,0.0388,0.0212,0.0097,0.0047,0,0,0,0,0,0,0,24
3.734,0.3474,0.1336,0.0651,0.0394,0.0206,0.0085,0.0041,0.0002,0,0,0,0,0,0,24
3.7296,0.3194,0.1326,0.0657,0.0395,0.0212,0.0125,0.0064,0.001,0,0,0,0,0,0,24
3.7424,0.3439,0.1382,0.0639,0.0384,0.02,0.0093,0.0044,0,0,0,0,0,0,0,24
3.7076,0.3299,0.1341,0.0695,0.039,0.0196,0.0098,0.0057,0.0003,0,0,0,0,0,0,24
3.6829,0.3296,0.1233,0.0699,0.0349,0.0212,0.0076,0.0047,0,0,0,0,0,0,0,24
3.677,0.3341,0.1289,0.0688,0.0345,0.0207,0.0073,0.0053,0,0,0,0,0,0,0,24
3.661,0.3227,0.1254,0.0703,0.0355,0.0199,0.0094,0.006,0,0,0,0,0,0,0,24
3.6537,0.3452,0.1306,0.0662,0.0348,0.0169,0.0065,0.002,0,0,0,0,0,0,0,24
3.6419,0.3151,0.1283,0.0808,0.0372,0.0186,0.0109,0.005,0.0004,0,0,0,0,0,0,24
3.6525,0.3234,0.1237,0.0784,0.0336,0.0197,0.0081,0.0029,0,0,0,0,0,0,0,24
3.681,0.3279,0.134,0.0742,0.0336,0.0199,0.0092,0.005,0.0005,0,0,0,0,0,0,24
3.6977,0.3136,0.1333,0.0795,0.0395,0.0169,0.0092,0.0031,0,0,0,0,0,0,0,24
3.704,0.3339,0.1322,0.0686,0.0372,0.0176,0.0089,0.0038,0,0,0,0,0,0,0,24
3.6839,0.3085,0.1213,0.0723,0.0346,0.022,0.011,0.0041,0,0,0,0,0,0,0,24
3.7087,0.3184,0.1389,0.0765,0.0354,0.016,0.0084,0.0011,0,0,0,0,0,0,0,24
3.7004,0.332,0.135,0.0729,0.0372,0.0203,0.01,0.0059,0.0012,0,0,0,0,0,0,24
3.7154,0.3183,0.136,0.0774,0.0345,0.0194,0.0083,0.0033,0,0,0,0,0,0,0,24
3.7218,0.3257,0.1333,0.0754,0.038,0.0176,0.0091,0.0023,0,0,0,0,0,0,0,24
3.7078,0.323,0.1239,0.0734,0.0369,0.0202,0.0103,0.0036,0,0,0,0,0,0,0,24
3.7482,0.3326,0.1345,0.0667,0.034,0.0175,0.007,0.0023,0,0,0,0,0,0,0,24
3.7578,0.3171,0.1261,0.0708,0.036,0.0174,0.01,0.0056,0.0006,0,0,0,0,0,0,24
3.7675,0.3341,0.1318,0.067,0.0366,0.0207,0.007,0.0039,0,0,0,0,0,0,0,24
3.7755,0.328,0.133,0.0725,0.0343,0.0212,0.0081,0.0033,0,0,0,0,0,0,0,24
3.7385,0.3259,0.1343,0.0744,0.0345,0.0204,0.0076,0.0033,0,0,0,0,0,0,0,24
3.7169,0.3257,0.1403,0.0686,0.0365,0.0162,0.0089,0.0043,0,0,0,0,0,0,0,24
3.701,0.2925,0.1315,0.0814,0.0387,0.0156,0.0101,0.0019,0,0,0,0,0,0,0,24
3.7289,0.3392,0.1306,0.0674,0.0331,0.0182,0.0055,0.0027,0,0,0,0,0,0,0,24
3.7001,0.3187,0.1307,0.0786,0.0395,0.0175,0.0117,0.0042,0.0001,0,0,0,0,0,0,24
3.6781,0.3334,0.1284,0.0704,0.0359,0.0178,0.0084,0.0032,0,0,0,0,0,0,0,24
3.6467,0.3294,0.1291,0.0697,0.0386,0.017,0.01,0.0046,0,0,0,0,0,0,0,24
3.6178,0.31,0.1286,0.079,0.0384,0.0193,0.0097,0.0037,0,0,0,0,0,0,0,24
3.656,0.3259,0.1276,0.0788,0.0325,0.0175,0.0081,0.0032,0,0,0,0,0,0,0,24
3.6573,0.3105,0.1159,0.0789,0.0364,0.02,0.012,0.0052,0.0007,0,0,0,0,0,0,24
3.6868,0.3249,0.1309,0.0748,0.0336,0.0185,0.008,0.0027,0,0,0,0,0,0,0,24
3.7002,0.3165,0.1369,0.0783,0.0409,0.0191,0.0096,0.0032,0,0,0,0,0,0,0,24
3.709,0.3278,0.1259,0.0712,0.0379,0.0198,0.0084,0.0031,0,0,0,0,0,0,0,24
3.7395,0.3316,0.1297,0.079,0.0367,0.0189,0.0101,0.0012,0,0,0,0,0,0,0,24
3.7324,0.3177,0.12,0.0741,0.0357,0.0226,0.01,0.0051,0.0002,0,0,0,0,0,0,24
3.7661,0.3314,0.1292,0.0722,0.0354,0.0204,0.0083,0.0029,0,0,0,0,0,0,0,24
3.7563,0.3263,0.1329,0.0728,0.0386,0.0202,0.012,0.0077,0.0017,0,0,0,0,0,0,24
3.7484,0.3218,0.132,0.0736,0.0382,0.0182,0.0083,0.0031,0,0,0,0,0,0,0,24
3.7603,0.3223,0.1299,0.0795,0.0391,0.02,0.01,0.0025,0,0,0,0,0,0,0,24
3.7311,0.3274,0.1245,0.0769,0.0345,0.0202,0.0072,0.0026,0,0,0,0,0,0,0,24
3.7224,0.3251,0.1336,0.069,0.0351,0.0177,0.007,0.0024,0,0,0,0,0,0,0,24
3.6939,0.3112,0.1191,0.0749,0.0345,0.0206,0.0104,0.0041,0.0004,0,0,0,0,0,0,24
3.6935,0.3272,0.1247,0.0725,0.0317,0.019,0.0077,0.0017,0,0,0,0,0,0,0,24
3.6943,0.3138,0.1239,0.0747,0.0368,0.0184,0.0098,0.0042,0.0004,0,0,0,0,0,0,24
3.6724,0.3162,0.1272,0.0736,0.0359,0.0169,0.0097,0.0021,0,0,0,0,0,0,0,24
3.6745,0.321,0.1292,0.0723,0.0377,0.0164,0.009,0.0028,0,0,0,0,0,0,0,24
3.6407,0.3011,0.1222,0.0769,0.038,0.0184,0.0106,0.0029,0,0,0,0,0,0,0,24
3.6852,0.3218,0.1278,0.0727,0.038,0.0175,0.0086,0.0028,0,0,0,0,0,0,0,24
3.6963,0.3211,0.1163,0.0705,0.0372,0.0184,0.0111,0.0058,0.0011,0,0,0,0,0,0,24
3.692,0.3287,0.1217,0.0677,0.0313,0.0195,0.0065,0.0021,0,0,0,0,0,0,0,24
3.6832,0.3162,0.1281,0.0723,0.0326,0.0181,0.0089,0.003,0,0,0,0,0,0,0,24
3.6676,0.3106,0.123,0.0755,0.0354,0.0186,0.009,0.0006,0,0,0,0,0,0,0,24
3.6723,0.3176,0.1243,0.0729,0.0353,0.0173,0.0093,0.0019,0,0,0,0,0,0,0,24
3.6481,0.3004,0.1133,0.0743,0.0378,0.0192,0.0124,0.0049,0.0003,0,0,0,0,0,0,24
3.6457,0.3262,0.1171,0.0712,0.0323,0.0178,0.0076,0.0022,0,0,0,0,0,0,0,24
3.828,0.2414,0.1633,0.0587,0.024,0.0302,0.0008,0.0073,0.0067,0.0001,0.0022,0,0.0006,0,0,25
3.7987,0.2315,0.1532,0.0549,0.0239,0.033,0.0001,0.0059,0.0092,0.0003,0.0022,0,0.0015,0,0,25
3.8159,0.2413,0.1651,0.0595,0.0176,0.0296,0.0027,0.0053,0.0056,0,0.0016,0,0,0,0,25
3.7796,0.2268,0.1544,0.0571,0.026,0.0284,0.0041,0.0066,0.007,0,0.0014,0,0,0,0,25
3.7659,0.2413,0.1666,0.0594,0.0178,0.0274,0.0029,0.0061,0.0047,0,0.0013,0,0,0,0,25
3.7718,0.239,0.163,0.0612,0.0183,0.0307,0.003,0.0062,0.0078,0,0.0017,0,0,0,0,25
3.761,0.2401,0.1579,0.0574,0.02,0.0295,0.0027,0.0066,0.0075,0,0.0023,0,0.0006,0,0,25
3.7832,0.2512,0.1589,0.0559,0.0176,0.0307,0.003,0.0055,0.0068,0,0.004,0,0.0008,0,0,25
3.7611,0.2253,0.1518,0.0582,0.0238,0.0313,0.0045,0.0052,0.009,0,0.0024,0,0,0,0,25
3.7868,0.2501,0.1596,0.0577,0.0165,0.0297,0.0006,0.0058,0.0056,0,0.0028,0,0,0,0,25
3.7844,0.241,0.1549,0.058,0.0232,0.0303,0.0031,0.0059,0.0089,0,0.0004,0,0,0,0,25
3.7846,0.236,0.1625,0.0589,0.015,0.0269,0.0039,0.004,0.0047,0,0.001,0,0,0,0,25
3.7861,0.2404,0.1593,0.0597,0.0179,0.0278,0.0035,0.0042,0.0066,0,0,0,0,0,0,25
3.7439,0.2276,0.16,0.0581,0.0207,0.0295,0.0023,0.0063,0.0066,0,0.0004,0,0,0,0,25
3.7667,0.245,0.1603,0.057,0.0193,0.0297,0.0009,0.006,0.0046,0,0.0013,0,0,0,0,25
3.7542,0.2349,0.1551,0.0556,0.0274,0.0283,0.0002,0.0068,0.0104,0,0.0021,0,0.0001,0,0,25
3.7774,0.2602,0.1627,0.0491,0.0241,0.0286,0.0004,0.004,0.0055,0,0.0023,0,0.0005,0,0,25
3.7937,0.2512,0.166,0.0486,0.0259,0.0299,0.0026,0.005,0.0077,0,0.0002,0,0.0008,0,0,25
3.7775,0.2482,0.1634,0.0502,0.0234,0.0298,0.0022,0.0073,0.0083,0,0.0037,0,0.0006,0,0,25
3.7744,0.2576,0.1584,0.05,0.0234,0.0283,0,0.0055,0.0077,0,0.0017,0,0.0017,0,0,25
3.764,0.2315,0.1589,0.052,0.0263,0.0276,0.004,0.004,0.0081,0,0.0026,0,0,0,0,25
3.7885,0.2551,0.1604,0.0498,0.0213,0.0278,0.0013,0.0055,0.0076,0,0.0045,0,0,0,0,25
3.7903,0.2489,0.1587,0.0499,0.0271,0.031,0.0026,0.008,0.0093,0,0.002,0,0,0,0,25
3.7772,0.2506,0.1634,0.052,0.0224,0.0299,0.0006,0.0054,0.0059,0,0.0022,0,0.0002,0,0,25
3.7585,0.246,0.1621,0.0531,0.024,0.0273,0.0025,0.0046,0.0064,0,0.0015,0,0,0,0,25
3.7248,0.2277,0.1592,0.0575,0.0237,0.0284,0.0044,0.0054,0.0067,0,0.0039,0,0.0013,0,0,25
3.753,0.2407,0.1592,0.0577,0.0186,0.0292,0.0024,0.0066,0.0066,0,0.0032,0,0,0,0,25
3.754,0.2173,0.1612,0.0589,0.0235,0.0283,0.0037,0.0085,0.01,0,0.0028,0,0.0013,0,0,25
3.7705,0.2338,0.1625,0.0564,0.0175,0.0261,0.0015,0.0056,0.0078,0,0.0026,0,0,0,0,25
3.7837,0.242,0.1633,0.0524,0.0256,0.0276,0.0022,0.0056,0.0091,0,0.0004,0,0,0,0,25
3.7943,0.2448,0.1612,0.0494,0.0217,0.0307,0.0019,0.0062,0.0074,0,0.003,0,0.0009,0,0,25
3.7932,0.2398,0.1598,0.0565,0.021,0.0292,0.0021,0.0068,0.0069,0,0.0021,0,0.0004,0,0,25
3.748,0.2207,0.1514,0.0578,0.0285,0.0311,0.0023,0.0046,0.0072,0,0.0022,0,0.0002,0,0,25
3.7597,0.2393,0.1613,0.0553,0.022,0.0265,0.0024,0.0047,0.0072,0,0.0026,0,0.0001,0,0,25
3.7741,0.2356,0.1561,0.0503,0.0279,0.0289,0.0033,0.0079,0.0107,0,0.0007,0,0.0001,0,0,25
3.779,0.2542,0.1621,0.049,0.0242,0.0289,0,0.0054,0.0058,0,0.0036,0,0,0.0006,0,25
3.7954,0.2477,0.16,0.0589,0.0214,0.0301,0.0033,0.0049,0.0077,0.0009,0.0019,0,0.0008,0,0,25
3.7859,0.2338,0.1607,0.0504,0.0278,0.029,0.0016,0.0063,0.0063,0.0014,0.0035,0,0.001,0,0,25
3.8149,0.2481,0.1639,0.0553,0.0196,0.0297,0.0016,0.0048,0.005,0,0.0025,0,0,0,0,25
3.7976,0.2369,0.1543,0.0486,0.0269,0.0286,0.003,0.0048,0.0085,0,0.0033,0,0,0,0,25
3.7922,0.2417,0.1582,0.0551,0.0179,0.0278,0.0043,0.007,0.0087,0,0.0031,0,0.0004,0,0,25
3.7552,0.241,0.1578,0.06,0.0206,0.0284,0.0044,0.007,0.0093,0,0.0022,0,0,0,0,25
3.7306,0.2426,0.1583,0.0624,0.0159,0.0292,0.005,0.0042,0.0056,0,0.0012,0,0,0,0,25
3.7554,0.2464,0.1634,0.0565,0.0182,0.0304,0.0051,0.0053,0.0076,0,0.0042,0,0.0001,0,0,25
3.7248,0.2343,0.1485,0.0549,0.0244,0.0313,0.0041,0.0047,0.0074,0,0.0034,0,0.0011,0,0,25
3.7637,0.2574,0.1565,0.0502,0.0233,0.0301,0.0003,0.0038,0.0063,0,0.0044,0,0,0,0,25
3.7591,0.2428,0.1563,0.0516,0.0297,0.0307,0.0026,0.007,0.0097,0,0.0016,0,0,0,0,25
3.7726,0.2531,0.1608,0.0524,0.0223,0.0294,0.0025,0.008,0.0067,0,0.0047,0,0.0028,0,0,25
3.7806,0.2524,0.1574,0.0535,0.0221,0.0313,0.0031,0.0077,0.009,0,0.0023,0,0.002,0,0,25
3.7802,0.2312,0.1577,0.0601,0.022,0.0294,0.0031,0.006,0.0081,0,0.0025,0,0.0008,0,0,25
3.7958,0.2408,0.1699,0.0512,0.0226,0.0266,0.0017,0.005,0.005,0,0.0044,0,0.0007,0,0,25
3.7887,0.2305,0.1526,0.0512,0.0274,0.0325,0.0018,0.0055,0.0099,0,0.0021,0,0.0006,0,0,25
3.8014,0.2422,0.1673,0.0539,0.0231,0.0268,0.0015,0.0065,0.0068,0,0.0038,0,0.0005,0,0,25
3.8113,0.2462,0.1605,0.0525,0.0225,0.0319,0.0017,0.0065,0.0096,0,0.0022,0,0,0,0,25
3.8095,0.2411,0.1599,0.0562,0.0229,0.0266,0.0037,0.0052,0.0082,0,0.0035,0,0.0001,0,0,25
3.821,0.244,0.1605,0.0538,0.0195,0.0303,0.0033,0.0052,0.0079,0,0.0022,0,0.0003,0,0,25
3.7856,0.2292,0.1581,0.0526,0.0259,0.0293,0.0042,0.0044,0.0074,0,0.0026,0,0.0011,0,0,25
3.8037,0.2457,0.1619,0.0566,0.018,0.0303,0.0036,0.0058,0.0075,0,0.0026,0,0,0,0,25
3.7973,0.2341,0.1622,0.0581,0.027,0.0292,0.0066,0.0045,0.0083,0,0.0019,0,0,0,0,25
3.7952,0.2525,0.1641,0.0545,0.0193,0.0288,0.0027,0.0068,0.0072,0,0.0012,0,0,0,0,25
3.7893,0.2435,0.161,0.0653,0.0186,0.0275,0.0049,0.0055,0.0072,0,0.0015,0,0,0,0,25
3.7858,0.2474,0.1629,0.0514,0.0233,0.0294,0.0027,0.0037,0.0076,0,0.0043,0,0,0,0,25
3.7936,0.243,0.1588,0.0604,0.016,0.0292,0.0027,0.0044,0.0062,0,0.0051,0,0,0,0,25
3.7612,0.2202,0.1577,0.0602,0.0245,0.0282,0.0064,0.0038,0.008,0,0.0017,0,0,0,0,25
3.7657,0.2514,0.1643,0.0531,0.022,0.0267,0.0042,0.0033,0.0048,0,0.0022,0,0,0,0,25
3.7576,0.2436,0.1594,0.0538,0.0261,0.0283,0.0035,0.0067,0.0087,0,0.0014,0,0,0,0,25
3.7646,0.2493,0.1591,0.0534,0.023,0.0287,0.0018,0.0055,0.0054,0,0.003,0,0,0,0,25
3.785,0.2567,0.1625,0.0542,0.0219,0.0293,0.0016,0.0068,0.0079,0,0.003,0,0.0004,0,0,25
3.7755,0.2294,0.1573,0.0586,0.0203,0.0302,0.0033,0.0054,0.0085,0,0.0032,0,0.0019,0,0,25
3.794,0.2427,0.1674,0.0493,0.0219,0.0262,0.001,0.0069,0.0055,0,0.0035,0,0.001,0,0,25
3.8178,0.2249,0.1611,0.0587,0.0262,0.0312,0.0023,0.0094,0.0098,0,0.0017,0,0.0006,0,0,25
3.8192,0.2512,0.1606,0.0514,0.0233,0.0302,-0.0001,0.0072,0.007,0,0.0044,0,0.0012,0,0,25
3.8019,0.2384,0.162,0.0576,0.0237,0.029,0.0027,0.0074,0.0065,0,0.003,0,0.0011,0,0,25
3.7511,0.2405,0.1649,0.0536,0.0236,0.0281,0.0007,0.0054,0.0084,0.0006,0.0053,0,0.0006,0,0,25
3.7432,0.2405,0.1652,0.0554,0.022,0.0277,0.0035,0.0059,0.0058,0.0009,0.0042,0,0.0004,0,0,25
3.7189,0.2108,0.1548,0.0583,0.0227,0.0295,0.0049,0.0074,0.01,0,0.0029,0,0.0007,0,0,25
3.7189,0.2556,0.1609,0.0506,0.0214,0.0285,-0.0001,0.0055,0.0067,0.0006,0.0033,0,0.0013,0,0,25
3.7274,0.2428,0.1655,0.0542,0.0272,0.0293,0.0036,0.009,0.0103,0,0.0028,0,0.001,0,0,25
3.7443,0.2366,0.1646,0.0577,0.023,0.0292,0.0019,0.007,0.0083,0.0002,0.004,0,0.0019,0,0,25
3.7647,0.2404,0.1684,0.0581,0.023,0.0292,0.0011,0.0068,0.0094,0,0.003,0,0.0019,0,0,25
3.7588,0.2322,0.1665,0.0535,0.0286,0.0294,0.0014,0.007,0.0082,0,0.0029,0,0.0013,0,0,25
3.8028,0.2504,0.1637,0.0547,0.0222,0.0318,0.0012,0.007,0.0057,0.0015,0.0058,0,0.002,0.0002,0,25
3.8006,0.2254,0.1623,0.0537,0.0284,0.0272,0,0.0088,0.0102,0,0.0021,0,0.0028,0,0,25
3.8136,0.2462,0.1585,0.0566,0.0221,0.0296,0.0019,0.0077,0.0067,0,0.0049,0,0.0015,0,0,25
3.8004,0.239,0.1693,0.0581,0.029,0.0285,0.0019,0.0067,0.0098,0,0.0038,0,0,0,0,25
3.7776,0.2511,0.1687,0.0473,0.024,0.0314,0.0013,0.0082,0.0063,0.0002,0.0041,0,0.0015,0,0,25
3.7763,0.2427,0.1633,0.0544,0.0209,0.031,0.0038,0.0062,0.0082,0,0.004,0,0.0003,0,0,25
3.7431,0.2188,0.1568,0.0552,0.0237,0.0297,0.0038,0.0067,0.0099,0,0.0033,0,0,0,0,25
3.7799,0.2391,0.1659,0.0572,0.0169,0.0259,0.0006,0.0053,0.0074,0,0.0024,0,0,0,0,25
3.7846,0.2367,0.1617,0.0539,0.0263,0.0288,0.0037,0.0077,0.0095,0,0.0018,0,0,0,0,25
3.7889,0.2517,0.1632,0.0503,0.0243,0.0299,0.0007,0.0063,0.005,0,0.0048,0,0,0,0,25
3.792,0.2441,0.1646,0.0544,0.0183,0.0296,0.0035,0.0051,0.0091,0,0.0013,0,0.0006,0,0,25
3.7808,0.2296,0.1692,0.0527,0.0229,0.0282,0.0049,0.0037,0.0075,0,0.0035,0,0.0002,0,0,25
3.7908,0.255,0.1642,0.0463,0.0236,0.0281,0.0018,0.0053,0.008,0,0.0019,0,0,0,0,25
3.7569,0.2387,0.1562,0.0483,0.0272,0.0293,0.0021,0.0071,0.0105,0,0.0022,0,0,0,0,25
3.7763,0.2538,0.1605,0.0492,0.0203,0.0302,0.001,0.0063,0.0069,0,0.0041,0,0.001,0,0,25
3.7963,0.2327,0.1656,0.0532,0.0242,0.0312,0.0031,0.0052,0.0106,0,0.0022,0,0,0,0,25
3.7917,0.246,0.1624,0.0501,0.0224,0.0289,0.0022,0.0061,0.007,0,0.0052,0,0.0001,0,0,25
3.8112,0.2491,0.1615,0.0534,0.0192,0.0319,0.0012,0.0076,0.0092,0,0.0032,0,0.0017,0,0,25
3.7787,0.2168,0.1596,0.0532,0.0261,0.0277,0.0028,0.0059,0.0107,0,0.0032,0,0.0004,0,0,25
3.8154,0.3062,0.1317,0.0661,0.0332,0.0143,0.0051,0,0.0008,0,0,0,0,0,0,26
3.8168,0.288,0.1266,0.0691,0.0317,0.014,0.0078,0.0013,0.0046,0,0,0,0,0,0,26
3.8254,0.3074,0.1288,0.0671,0.0287,0.0139,0.0045,0,0.001,0,0,0,0,0,0,26
3.8341,0.3108,0.1266,0.0633,0.0289,0.0166,0.006,0,0.0036,0,0,0,0,0,0,26
3.821,0.3114,0.1211,0.0604,0.0302,0.0162,0.0042,0.0008,0.0028,0,0,0,0,0,0,26
3.8124,0.312,0.1362,0.0629,0.0323,0.0145,0.0033,0.0003,0.002,0,0,0,0,0,0,26
3.8032,0.2819,0.1232,0.0752,0.0298,0.0141,0.0064,0.0014,0.0036,0,0,0,0,0,0,26
3.8246,0.3135,0.1275,0.0641,0.0265,0.0155,0.0049,0,0.0016,0,0,0,0,0,0,26
3.8281,0.3122,0.1274,0.0651,0.0311,0.0156,0.0058,0.0025,0.0031,0,0,0,0,0,0,26
3.8293,0.3115,0.1299,0.0648,0.0311,0.0119,0.0031,0,0.002,0,0,0,0,0,0,26
3.8484,0.3138,0.1315,0.0651,0.0318,0.0134,0.0047,0.0016,0.0021,0,0,0,0,0,0,26
3.8381,0.3014,0.1238,0.0686,0.0289,0.0163,0.0039,0.0008,0.0035,0,0,0,0,0,0,26
3.8684,0.3146,0.1284,0.0636,0.0275,0.0143,0.0026,0,0.0007,0,0,0,0,0,0,26
3.8839,0.2922,0.1237,0.069,0.0274,0.0139,0.0062,0.0032,0.0047,0,0,0,0,0,0,26
3.8455,0.306,0.1259,0.0683,0.0277,0.014,0.0048,0,0.0033,0,0,0,0,0,0,26
3.847,0.3022,0.1296,0.0714,0.0296,0.0152,0.0057,0.0013,0.0037,0,0,0,0,0,0,26
3.8594,0.2984,0.124,0.0698,0.0288,0.0149,0.0061,0,0.0028,0,0,0,0,0,0,26
3.8317,0.3126,0.1267,0.0615,0.0281,0.0148,0.0047,0,0.0016,0,0,0,0,0,0,26
3.8133,0.2918,0.1149,0.0643,0.0304,0.014,0.0062,0.0013,0.0033,0,0,0,0,0,0,26
3.8508,0.3189,0.1314,0.0628,0.0301,0.0123,0.0033,0.0001,0.0028,0,0,0,0,0,0,26
3.8496,0.3087,0.1264,0.0613,0.0301,0.0164,0.0049,0.0015,0.0033,0,0,0,0,0,0,26
3.8657,0.3125,0.1258,0.0586,0.0276,0.0173,0.0032,0,0.0009,0,0,0,0,0,0,26
3.8786,0.3065,0.1311,0.0655,0.0296,0.0146,0.0058,0,0.0004,0,0,0,0,0,0,26
3.837,0.2947,0.1316,0.072,0.0343,0.0143,0.0054,0,0.0025,0,0,0,0,0,0,26
3.8342,0.3069,0.1315,0.0706,0.0288,0.0132,0.0048,0.0002,0.0025,0,0,0,0,0,0,26
3.8152,0.297,0.1263,0.0682,0.0279,0.0136,0.0033,0.0041,0.0033,0,0,0,0,0,0,26
3.8008,0.3074,0.1369,0.0648,0.0323,0.011,0.0046,0,0.0015,0,0,0,0,0,0,26
3.8069,0.3063,0.1294,0.0645,0.0277,0.0149,0.0063,0.0028,0.0032,0,0,0,0,0,0,26
3.8061,0.3125,0.13,0.0646,0.0344,0.0153,0.0063,0,0.0029,0,0,0,0,0,0,26
3.8173,0.3066,0.1345,0.0681,0.0291,0.0161,0.006,0.0013,0.0013,0,0,0,0,0,0,26
3.7736,0.2898,0.1207,0.0688,0.036,0.0144,0.0066,0.0014,0.0039,0,0,0,0,0,0,26
3.7828,0.3174,0.1331,0.061,0.0286,0.014,0.0028,0,0.0019,0,0,0,0,0,0,26
3.7859,0.3004,0.1278,0.0686,0.0295,0.0146,0.0064,0.0022,0.0057,0,0,0,0,0,0,26
3.7912,0.3096,0.1358,0.0626,0.0323,0.0114,0.0083,0,0.0028,0,0,0,0,0,0,26
3.8023,0.3129,0.1292,0.0643,0.0274,0.0149,0.0047,0,0.0029,0,0,0,0,0,0,26
3.7598,0.2967,0.1234,0.0685,0.0321,0.0163,0.007,0,0.0033,0,0,0,0,0,0,26
3.7834,0.3169,0.1328,0.0615,0.0324,0.0145,0.0072,0,0.0011,0,0,0,0,0,0,26
3.776,0.3034,0.1212,0.0634,0.0308,0.0138,0.0069,0.0028,0.0037,0,0,0,0,0,0,26
3.7802,0.3132,0.1321,0.069,0.0268,0.0159,0.0052,0,0.0019,0,0,0,0,0,0,26
3.7921,0.3069,0.1337,0.0676,0.0341,0.0134,0.0075,0.0002,0.0022,0,0,0,0,0,0,26
3.7985,0.311,0.1295,0.0642,0.029,0.0148,0.0063,0,0.001,0,0,0,0,0,0,26
3.8303,0.3143,0.1343,0.0628,0.0334,0.0125,0.0038,0,0.001,0,0,0,0,0,0,26
3.8093,0.2866,0.1177,0.0744,0.0291,0.0169,0.0057,0.0016,0.0041,0,0,0,0,0,0,26
3.8349,0.3252,0.1337,0.0635,0.0306,0.0155,0.0028,0.002,0.0028,0,0,0,0,0,0,26
3.8391,0.3063,0.1319,0.0672,0.0342,0.0124,0.0063,0.0024,0.0037,0,0,0,0,0,0,26
3.8513,0.3111,0.1356,0.0693,0.0334,0.014,0.0051,0,0.002,0,0,0,0,0,0,26
3.8422,0.3064,0.1344,0.067,0.0329,0.0133,0.0054,0,0.0034,0,0,0,0,0,0,26
